,name,ratings,review_count,ctype,years,hq,employees
227,HDFC Ergo Genera...,4,(2k Reviews),Public,21 years old,"Mumbai,Maharashtra + 199 more",5k-10k Employees (India)
228,RSPL Group,4.1,(2k Reviews),Private,36 years old,"Mumbai,Maharashtra + 156 more",1k-5k Employees (India)
229,RBL Bank,3.7,(2k Reviews),Public,80 years old,"Mumbai,Maharashtra + 191 more",1k-5k Employees (India)
230,Simplex Infrastr...,3.4,(2k Reviews),Public,99 years old,"Kolkata,West Bengal + 125 more",1k-5k Employees (India)
231,ACC,4,(2k Reviews),Public,87 years old,"Mumbai,Maharashtra + 193 more",5k-10k Employees (India)
232,Dabur,3.9,(2k Reviews),Public,139 years old,"Ghaziabad,Uttar Pradesh + 215 more",5k-10k Employees (India)
233,PNB MetLife,3.5,(2k Reviews),Private,22 years old,"Mumbai,Maharashtra + 272 more",5k-10k Employees (India)
234,JK Cement,4.1,(2k Reviews),Public,49 years old,"Gurgaon/Gurugram,Haryana + 197 more",1k-5k Employees (India)
235,Titan Company,4.4,(2k Reviews),Public,5 years old,"Mumbai,Maharashtra + 128 more",5k-10k Employees (India)
236,PolicyBazaar,3.5,(2k Reviews),Public,15 years old,"Gurgaon,Haryana + 55 more",5k-10k Employees (India)
237,Kotak Mahindara ...,3.9,(2k Reviews),Public,22 years old,"Mumbai,Maharashtra + 182 more",10k-50k Employees (India)
238,Bajaj Electrical...,4.1,(2k Reviews),Public,85 years old,"Mumbai,Maharashtra + 173 more",1k-5k Employees (India)
239,Arvind Group,4.2,(2k Reviews),Public,92 years old,"Ahmedabad,Gujrat + 119 more",10k-50k Employees (India)
240,Carelon Global S...,4.1,(2k Reviews),Hyderabad/Secunderabad + 8 more,,,
241,IndiGo,3.6,(2k Reviews),Private,17 years old,"Gurgaon/Gurugram,Haryana + 78 more",10k-50k Employees (India)
242,GeBBS Healthcare...,3.8,(2k Reviews),Private,18 years old,"Culver City,California + 11 more",5k-10k Employees (India)
243,Cogent E Service...,3.3,(2k Reviews),Private,19 years old,"Noida,Uttar Pradesh + 27 more",10k-50k Employees (India)
244,KocharTech,4.2,(2k Reviews),Private,28 years old,"Gurgaon/Gurugram,Haryana + 20 more",1k-5k Employees (India)
245,Torrent Pharmace...,4,(1.9k Reviews),Public,52 years old,"Ahmedabad,Gujrat + 86 more",10k-50k Employees (India)
246,Wipro Enterprise...,3.9,(1.9k Reviews),Bangalore + 71 more,501-1k Employees (India),78 years old,
247,Reliance Digital,4.2,(1.9k Reviews),Private,16 years old,"Mumbai,Maharashtra + 266 more",5k-10k Employees (India)
248,Huawei Technolog...,3.9,(1.9k Reviews),Private,21 years old,"Gurgaon/Gurugram,Haryana + 91 more",1k-5k Employees (India)
249,Dilip Buildcon,4,(1.9k Reviews),Public,36 years old,"Bhopal,Madhya Pradesh + 163 more",10k-50k Employees (India)
250,Aakash Education...,3.7,(1.9k Reviews),Private,35 years old,"New Delhi,Delhi + 175 more",10k-50k Employees (India)
251,Tractors and Far...,4.2,(1.9k Reviews),Public,63 years old,"Chennai,Tamil Nadu + 148 more",5k-10k Employees (India)
252,Lava Internation...,4.1,(1.9k Reviews),Public,14 years old,"Noida,Uttar Pradesh + 204 more",1k-5k Employees (India)
253,Jubilant Foods W...,3.9,(1.9k Reviews),Public,28 years old,"Noida,Uttar Pradesh + 161 more",10k-50k Employees (India)
254,Apollo Tyres,4.1,(1.9k Reviews),Public,51 years old,"Gurgaon/Gurugram,Haryana + 139 more",1k-5k Employees (India)
255,Dominos Pizza,4,(1.9k Reviews),Public,63 years old,"Ypsilanti,Michigan + 200 more",1k-5k Employees (India)
256,UPL,4.1,(1.9k Reviews),Public,54 years old,"Mumbai,Maharashtra + 134 more",1k-5k Employees (India)
257,KPIT Technologie...,3.6,(1.9k Reviews),Public,33 years old,"Pune,Maharashtra + 22 more",5k-10k Employees (India)
258,Capita,3.9,(1.9k Reviews),Private,18 years old,"Indore,Madhya Pradesh + 19 more",5k-10k Employees (India)
259,McDonald's,4.3,(1.9k Reviews),Private,68 years old,"Chicago,Illinois + 125 more",5k-10k Employees (India)
260,Flex,4.1,(1.9k Reviews),Private,54 years old,San Jose + 33 more,10k-50k Employees (India)
261,Taj Hotels Resor...,4.3,(1.8k Reviews),"Mumbai,Maharashtra + 83 more",10k-50k Employees (India),120 years old,
262,Tata AIG,4.1,(1.8k Reviews),Private,23 years old,"Mumbai,Maharashtra + 196 more",5k-10k Employees (India)
263,Patanjali Ayurve...,4.1,(1.8k Reviews),Private,17 years old,"Haridwar,Uttarakhand + 237 more",5k-10k Employees (India)
264,State Street Syn...,3.7,(1.8k Reviews),Private,19 years old,Mumbai + 14 more,501-1k Employees (India)
265,Synechron,4.1,(1.8k Reviews),Private,22 years old,"New York,New York + 18 more",5k-10k Employees (India)
266,AFCONS Infrastru...,4.4,(1.8k Reviews),Partnership,64 years old,"Mumbai,Maharashtra + 76 more",10k-50k Employees (India)
267,Reliance SMSL,4.1,(1.8k Reviews),Public,16 years old,Mumbai + 421 more,1k-5k Employees (India)
268,S&P Global,4.2,(1.8k Reviews),Public,106 years old,"New York City,New York + 17 more",5k-10k Employees (India)
269,Birlasoft,3.8,(1.8k Reviews),Public,28 years old,"Pune,Maharashtra + 29 more",10k-50k Employees (India)
270,Statestreet HCL ...,3.3,(1.8k Reviews),Private,11 years old,New Delhi + 11 more,5k-10k Employees (India)
271,Max Healthcare,4.2,(1.8k Reviews),Partnership,22 years old,"Delhi/NCR,New Delhi + 51 more",1k-5k Employees (India)
272,Lenskart,3.2,(1.8k Reviews),Private,13 years old,"Faridabad,Haryana + 134 more",1k-5k Employees (India)
273,Mankind Pharma,4.2,(1.8k Reviews),Private,28 years old,"New Delhi,Delhi + 163 more",5k-10k Employees (India)
274,Walmart,4.1,(1.8k Reviews),Private,14 years old,"Bangalore/Bengaluru,Karnataka + 71 more",5k-10k Employees (India)
275,AGS Health,4,(1.8k Reviews),Private,12 years old,Washington DC + 29 more,10k-50k Employees (India)
276,Tech Mahindra Bu...,3.5,(1.8k Reviews),Public,20 years old,"Mumbai,Maharashtra + 37 more",1k-5k Employees (India)
277,Zensar Technolog...,3.8,(1.8k Reviews),Public,22 years old,"Pune,Maharashtra + 19 more",5k-10k Employees (India)
278,Nestle,4.1,(1.7k Reviews),Public,64 years old,Vevey + 201 more,1 Lakh+ Employees (India)
279,Fortis Healthcar...,4,(1.7k Reviews),Public,27 years old,"Gurgaon/Gurugram,Haryana + 53 more",5k-10k Employees (India)
280,Blue Dart Expres...,4.1,(1.7k Reviews),Public,40 years old,"Mumbai,Maharashtra + 213 more",10k-50k Employees (India)
281,Ola Cabs,3.6,(1.7k Reviews),Private,13 years old,Bangalore + 87 more,501-1k Employees (India)
282,Landmark Group,4.1,(1.7k Reviews),Private,50 years old,"Dubai Marina,Dubai + 125 more",1k-5k Employees (India)
283,Tata Technologie...,3.7,(1.7k Reviews),Private,34 years old,Singapore + 41 more,5k-10k Employees (India)
284,Fiserv,3.7,(1.7k Reviews),Private,39 years old,"Brookfield,Wisconsin + 25 more",5k-10k Employees (India)
285,Future Retail,4.3,(1.7k Reviews),Public,36 years old,"San Francisco,California + 190 more",10k-50k Employees (India)
286,Marpu Foundation...,4.9,(1.7k Reviews),Hyderabad/Secunderabad + 33 more,11-50 Employees (India),7 years old,
287,Birla Sun Life I...,4.3,(1.7k Reviews),Private,23 years old,"Mumbai,Maharashtra + 319 more",10k-50k Employees (India)
288,Lifestyle,4.4,(1.7k Reviews),Private,24 years old,"Bangalore/Bengaluru,Karnataka + 100 more",10k-50k Employees (India)
289,I Process Servic...,3.9,(1.7k Reviews),Private,18 years old,"Mumbai,Maharashtra + 240 more",1k-5k Employees (India)
290,Rivigo,3.9,(1.7k Reviews),Private,9 years old,"Gurgaon,Haryana + 145 more",1k-5k Employees (India)
291,Eureka Forbes,4,(1.7k Reviews),Private,41 years old,"Mumbai,Maharashtra + 150 more",5k-10k Employees (India)
292,JMC Projects,4.2,(1.7k Reviews),Public,41 years old,"Mumbai,Maharashtra + 108 more",1k-5k Employees (India)
293,HDFC Sales,4,(1.7k Reviews),Private,19 years old,"Mumbai,Maharashtra + 242 more",10k-50k Employees (India)
294,Societe Generale,3.8,(1.7k Reviews),Private,23 years old,"Bangalore/Bengaluru,Karnataka + 12 more",1k-5k Employees (India)
295,The Himalaya Dru...,4.1,(1.7k Reviews),Private,93 years old,"San Francisco,California + 174 more",1k-5k Employees (India)
296,IGT Solutions,3.5,(1.7k Reviews),Private,25 years old,"Gurgaon/Gurugram,Haryana + 16 more",5k-10k Employees (India)
297,Extramarks Educa...,3.6,(1.7k Reviews),Private,16 years old,"Noida,Uttar Pradesh + 92 more",1k-5k Employees (India)
298,BlackBuck,3.9,(1.7k Reviews),Private,8 years old,"Bangalore,Karnataka + 254 more",501-1k Employees (India)
299,Voltas,4,(1.7k Reviews),Public,69 years old,"Mumbai,Maharashtra + 150 more",5k-10k Employees (India)
300,Radisson Hotels,3.9,(1.6k Reviews),Private,114 years old,"Minnetonka,Minnesota + 91 more",10k-50k Employees (India)
301,Square Yards,3.6,(1.6k Reviews),Private,10 years old,"Gurgaon,Haryana + 37 more",1k-5k Employees (India)
302,Micro Labs,3.7,(1.6k Reviews),Private,50 years old,"Bangalore/Bengaluru,Karnataka + 102 more",10k-50k Employees (India)
303,Tata Teleservice...,4.1,(1.6k Reviews),Public,27 years old,"Mumbai,Maharashtra + 143 more",201-500 Employees (India)
304,UNO Minda,4,(1.6k Reviews),Gurgaon + 73 more,201-500 Employees (India),65 years old,
305,G4S,4,(1.6k Reviews),Private,27 years old,"Gurgaon/Gurugram,Haryana + 112 more",1 Lakh+ Employees (India)
306,Exide Industries,3.6,(1.6k Reviews),Public,76 years old,"Kolkata,West Bengal + 166 more",1k-5k Employees (India)
307,State Street Cor...,3.8,(1.6k Reviews),Private,231 years old,"Boston,Massachusetts + 13 more",10k-50k Employees (India)
308,Coforge,3.6,(1.6k Reviews),Public,19 years old,"Noida,Uttar Pradesh + 27 more",10k-50k Employees (India)
309,Aditya Birla Gro...,4.2,(1.6k Reviews),"Mumbai,Maharashtra + 205 more",10k-50k Employees (India),166 years old,
310,TVS Supply Chain...,3.9,(1.6k Reviews),"Chennai,Tamil Nadu + 118 more",1k-5k Employees (India),127 years old,
311,Bajaj Allianz Ge...,4.1,(1.6k Reviews),Pune + 171 more,,5k-10k Employees (India),
312,Britannia,4.1,(1.6k Reviews),Public,131 years old,"Reading,Reading + 187 more",5k-10k Employees (India)
313,ElasticRun,3.5,(1.6k Reviews),Private,7 years old,"Pune,Maharashtra + 288 more",1k-5k Employees (India)
314,Life Insurance C...,4.3,(1.6k Reviews),Private,67 years old,Mumbai + 380 more,1 Lakh+ Employees (India)
315,Ajanta Pharma,4,(1.6k Reviews),Public,50 years old,"Mumbai,Maharashtra + 85 more",1k-5k Employees (India)
316,ACT Fibernet,4.1,(1.6k Reviews),Private,23 years old,"Bengaluru/Bangalore,Karnataka + 39 more",5k-10k Employees (India)
317,Pfizer,4.1,(1.6k Reviews),Public,19 years old,"Chennai,Tamil Nadu + 106 more",5k-10k Employees (India)
318,PepsiCo,4.1,(1.6k Reviews),Private,34 years old,"Harrison,New York + 186 more",1k-5k Employees (India)
319,R.R. Donnelley,4.1,(1.6k Reviews),Private,159 years old,"Chicago,Illinois + 11 more",5k-10k Employees (India)
320,Delhi Public Sch...,3.9,(1.6k Reviews),Public,25 years old,"Greater Noida,Uttar Pradesh + 219 more",1k-5k Employees (India)
321,Mahindra Rural H...,4.2,(1.6k Reviews),Public,16 years old,"Mumbai,Maharashtra + 361 more",5k-10k Employees (India)
322,Cholamandalam MS...,3.9,(1.6k Reviews),JV,22 years old,"Chennai,Tamil Nadu + 299 more",1k-5k Employees (India)
323,Grasim Industrie...,4,(1.5k Reviews),Public,76 years old,Nagda + 67 more,10k-50k Employees (India)
324,Blue Star,4.1,(1.5k Reviews),Public,80 years old,"Mumbai,Maharashtra + 118 more",1k-5k Employees (India)
325,Shree Cement,4.1,(1.5k Reviews),Public,44 years old,"Kolkata,West Bengal + 155 more",5k-10k Employees (India)
326,Dalmia Bharat Ce...,4.1,(1.5k Reviews),Public,88 years old,"Delhi/NCR,New Delhi + 160 more",5k-10k Employees (India)
327,Sterlite Technol...,3.9,(1.5k Reviews),Public,35 years old,"Pune,Maharashtra + 62 more",1k-5k Employees (India)
328,TVS Credit,4.3,(1.5k Reviews),Public,15 years old,"Chennai,Tamil Nadu + 229 more",10k-50k Employees (India)
329,Renault-Nissan,4.1,(1.5k Reviews),Private,16 years old,"Chennai,Tamil Nadu + 68 more",10k-50k Employees (India)
330,Samsung Electron...,4.1,(1.5k Reviews),Noida + 184 more,,,
331,CG Power and Ind...,3.8,(1.5k Reviews),Public,86 years old,"Mumbai,Maharashtra + 95 more",1k-5k Employees (India)
332,Sonalika Tractor...,3.8,(1.5k Reviews),Private,54 years old,"Hoshiarpur,Punjab + 129 more",1k-5k Employees (India)
333,Emcure Pharmaceu...,3.8,(1.5k Reviews),Private,42 years old,Pune + 80 more,5k-10k Employees (India)
334,Kalyan Jewellers,4.8,(1.5k Reviews),Private,30 years old,Bengaluru/Bangalore + 121 more,5k-10k Employees (India)
335,Yazaki,3.8,(1.5k Reviews),Private,82 years old,"Tokyo,Tokyo + 49 more",10k-50k Employees (India)
336,HCL Infosystems,4,(1.5k Reviews),Public,47 years old,"Noida,Uttar Pradesh + 103 more",10k-50k Employees (India)
337,Johnson Controls,3.5,(1.5k Reviews),Public,28 years old,Cork + 41 more,5k-10k Employees (India)
338,PVR Cinemas,4.2,(1.5k Reviews),Public,26 years old,Gurgaon + 92 more,5k-10k Employees (India)
339,Mahindra Logisti...,4.1,(1.5k Reviews),Public,23 years old,"Mumbai,Maharashtra + 107 more",1k-5k Employees (India)
340,IKS Health,3.6,(1.5k Reviews),Private,16 years old,"Mumbai,Maharashtra + 9 more",5k-10k Employees (India)
341,BHEL,4.3,(1.5k Reviews),Private,59 years old,"Bangalore/Bengaluru,Karnataka + 91 more",10k-50k Employees (India)
342,Raymond,4.1,(1.5k Reviews),Public,98 years old,New York + 111 more,5k-10k Employees (India)
343,Croma,4.2,(1.5k Reviews),Private,17 years old,"Mumbai,Maharashtra + 109 more",1k-5k Employees (India)
344,V-Mart,4.3,(1.5k Reviews),Public,21 years old,"Gurgaon/Gurugram,Haryana + 214 more",5k-10k Employees (India)
345,Mahindra Holiday...,3.7,(1.5k Reviews),Private,27 years old,"Mumbai,Maharashtra + 89 more",5k-10k Employees (India)
346,XpressBees,3.8,(1.5k Reviews),Private,8 years old,"Pune,Maharashtra + 194 more",1k-5k Employees (India)
347,DS Group,4,(1.5k Reviews),Private,94 years old,"Noida,Uttar Pradesh + 149 more",1k-5k Employees (India)
348,Datamatics Globa...,3.6,(1.5k Reviews),Public,48 years old,"Mumbai,Maharashtra + 22 more",1k-5k Employees (India)
349,Poonawalla Finco...,3.9,(1.5k Reviews),Public,35 years old,"Mumbai,Maharashtra + 241 more",5k-10k Employees (India)
350,Parle Agro,4.2,(1.5k Reviews),Private,39 years old,"Mumbai,Maharashtra + 160 more",1k-5k Employees (India)
351,Ambuja Cements,4,(1.4k Reviews),Public,40 years old,"Mumbai,Maharashtra + 173 more",5k-10k Employees (India)
352,Indian Railways,4.1,(1.4k Reviews),Govt Organisation,170 years old,"Delhi/NCR,Delhi + 188 more",1 Lakh+ Employees (India)
353,Indus Towers,4,(1.4k Reviews),Private,16 years old,"Gurgaon,Haryana + 119 more",1k-5k Employees (India)
354,Zomato,3.7,(1.4k Reviews),Public,15 years old,"Gurgaon,Haryana + 155 more",10k-50k Employees (India)
355,Kalpataru Power ...,4.1,(1.4k Reviews),Public,42 years old,"Mumbai,Maharashtra + 184 more",1k-5k Employees (India)
356,Shriram City,4.1,(1.4k Reviews),Public,37 years old,"Chennai,Tamil Nadu + 400 more",10k-50k Employees (India)
357,SRF,4.3,(1.4k Reviews),Public,53 years old,"Gurgaon/Gurugram,Haryana + 40 more",1k-5k Employees (India)
358,Barclays,4.1,(1.4k Reviews),Private,333 years old,London + 23 more,10k-50k Employees (India)
359,Whirlpool,4.1,(1.4k Reviews),Public,112 years old,Michigan + 127 more,1k-5k Employees (India)
360,Sterling & Wilso...,4.1,(1.4k Reviews),Private,96 years old,Mumbai + 73 more,5k-10k Employees (India)
361,Cybage,4,(1.4k Reviews),Private,28 years old,"Pune,Maharashtra + 6 more",5k-10k Employees (India)
362,Force Motors,3.4,(1.4k Reviews),Public,65 years old,"Pune,Maharashtra + 75 more",1k-5k Employees (India)
363,Kansai Nerolac P...,3.9,(1.4k Reviews),Public,103 years old,"Mumbai,Maharashtra + 134 more",1k-5k Employees (India)
364,Reliance Trends,4.3,(1.4k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 286 more",1 Lakh+ Employees (India)
365,Cadila Pharmaceu...,3.3,(1.4k Reviews),Public,72 years old,"Ahmedabad,Gujrat + 93 more",5k-10k Employees (India)
366,Taurus BPO Serv...,4.7,(1.4k Reviews),LLP,8 years old,"Pune,Indore + 10 more",1k-5k Employees (India)
367,ITC Hotels,4.1,(1.4k Reviews),Public,48 years old,"Kolkata,West Bengal + 67 more",5k-10k Employees (India)
368,Myntra,4.1,(1.4k Reviews),Private,16 years old,"Bangalore,Karnataka + 88 more",1k-5k Employees (India)
369,Shahi Exports,4.1,(1.4k Reviews),Private,49 years old,"Faridabad,Haryana + 51 more",1 Lakh+ Employees (India)
370,Info Edge,4.1,(1.4k Reviews),Public,28 years old,"Noida,Uttar Pradesh + 52 more",1k-5k Employees (India)
371,ICICI Securities,3.8,(1.4k Reviews),Public,28 years old,"Mumbai,Maharashtra + 111 more",5k-10k Employees (India)
372,BT Group,4.2,(1.4k Reviews),Private,177 years old,London + 14 more,10k-50k Employees (India)
373,Shell,4.4,(1.4k Reviews),Public,19 years old,"London,England + 71 more",10k-50k Employees (India)
374,Bharti AXA Life ...,3.9,(1.4k Reviews),Private,17 years old,Mumbai + 210 more,5k-10k Employees (India)
375,Brakes India,4,(1.4k Reviews),Partnership,61 years old,"Chennai,Tamil Nadu + 66 more",1k-5k Employees (India)
376,Endurance Techno...,3.8,(1.4k Reviews),Public,38 years old,"Aurangabad,Maharashtra + 34 more",1k-5k Employees (India)
377,Blinkit,3.8,(1.4k Reviews),Private,10 years old,"Gurgaon,Haryana + 56 more",5k-10k Employees (India)
378,Delphi TVS,4,(1.4k Reviews),Private,34 years old,"Kanchipuram,Tamil Nadu + 26 more",1k-5k Employees (India)
379,3i Infotech,3.6,(1.4k Reviews),Public,30 years old,"Mumbai,Maharashtra + 92 more",5k-10k Employees (India)
380,Lodha group,4.1,(1.4k Reviews),Private,43 years old,"Mumbai,Maharashtra + 18 more",1k-5k Employees (India)
381,JCB,4,(1.4k Reviews),Private,78 years old,"Rocester,Staffordshire + 74 more",1k-5k Employees (India)
382,Bharat Petroleum,4.1,(1.3k Reviews),Private,71 years old,"Mumbai,Maharashtra + 193 more",5k-10k Employees (India)
383,Future Generali ...,3.8,(1.3k Reviews),Private,16 years old,Mumbai + 151 more,1k-5k Employees (India)
384,JK Tyres,3.8,(1.3k Reviews),Private,72 years old,New Delhi + 114 more,1k-5k Employees (India)
385,Sobha,4,(1.3k Reviews),Public,28 years old,"Bangalore/Bengaluru,Karnataka + 32 more",1k-5k Employees (India)
386,Tata Motors Fina...,4.2,(1.3k Reviews),Private,66 years old,"Mumbai,Maharashtra + 206 more",1k-5k Employees (India)
387,café Coffee day,3.9,(1.3k Reviews),Private,27 years old,"Bengaluru,Karnataka + 84 more",10k-50k Employees (India)
388,Coromandel Inter...,4.1,(1.3k Reviews),Public,62 years old,"Hyderabad/Secunderabad,Telangana + 134 more",5k-10k Employees (India)
389,Thomson Reuters,4.2,(1.3k Reviews),Private,15 years old,Toronto + 21 more,1k-5k Employees (India)
390,Syngene Internat...,3.9,(1.3k Reviews),Public,30 years old,"Bangalore/Bengaluru,Karnataka + 11 more",1k-5k Employees (India)
391,Indian Navy,4.6,(1.3k Reviews),Private,73 years old,"Delhi/NCR,Delhi + 54 more",50k-1 Lakh Employees (India)
392,Movate,3.7,(1.3k Reviews),"Plano,Texas + 22 more",10k-50k Employees (Global),27 years old,
393,Big Bazaar,4.3,(1.3k Reviews),Private,22 years old,"Mumbai,Maharashtra + 149 more",10k-50k Employees (India)
394,Gabriel India,4.2,(1.3k Reviews),Public,62 years old,"Pune,Maharashtra + 33 more",1k-5k Employees (India)
395,ZS,3.6,(1.3k Reviews),Private,40 years old,"Evanston,Illinois + 5 more",5k-10k Employees (India)
396,Aavas Financiers...,4,(1.3k Reviews),Public,12 years old,"Jaipur,Rajasthan + 207 more",5k-10k Employees (India)
